Vehicle_ID,Brand,Model,Vehicle_Type,State,City,Model_Year,Registration_Date,Battery_Capacity_kWh,Electric_Range_km,Charging_Time_Hours,Price_INR,Fast_Charging
510,Kia,EV6,PHEV,Tamil Nadu,Chennai,2022,2025-08-17,60,470,3.5,2382030,Yes
511,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2023,2023-09-04,45,385,5.5,2179783,Yes
512,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2025,2025-10-17,52,265,4.5,4312689,Yes
513,BYD,Atto 3,BEV,Delhi,New Delhi,2022,2023-03-01,38,494,1.5,2417629,Yes
514,Tata,Nexon EV,BEV,Delhi,New Delhi,2025,2025-02-01,58,330,3.5,2930429,No
515,Mahindra,XUV400,BEV,Karnataka,Bengaluru,2023,2022-02-21,59,276,5.5,1856693,No
516,BYD,Atto 3,BEV,Maharashtra,Mumbai,2024,2023-03-14,30,399,6.5,4236702,No
517,Kia,EV6,PHEV,Delhi,New Delhi,2024,2024-10-20,77,379,5.5,852479,Yes
518,Tata,Nexon EV,PHEV,Maharashtra,Mumbai,2024,2022-11-05,23,212,4.5,3803424,Yes
519,Kia,EV6,BEV,Maharashtra,Mumbai,2026,2023-04-11,74,548,7.5,1456796,Yes
520,MG,Comet EV,BEV,Delhi,New Delhi,2025,2024-02-25,41,314,4.5,949314,No
521,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2022,2024-05-13,23,429,2.5,3309175,No
522,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2024,2025-08-09,54,300,4.5,1762323,No
523,MG,ZS EV,BEV,Gujarat,Ahmedabad,2022,2024-12-22,31,352,7.5,2790286,No
524,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2024-10-10,68,201,4.5,922479,Yes
525,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2024,2025-08-28,43,463,4.5,928170,Yes
526,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2026,2025-03-10,63,397,3.5,1642123,No
527,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2026,2025-08-24,49,534,1.5,738749,No
528,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2026,2024-08-04,25,363,8.5,3883212,No
529,BYD,Atto 3,BEV,Delhi,New Delhi,2025,2022-12-26,25,420,1.5,1476097,No
530,Mahindra,XUV400,PHEV,Maharashtra,Pune,2023,2025-10-18,74,431,3.5,1734812,Yes
531,Kia,EV6,BEV,Maharashtra,Mumbai,2023,2023-06-03,62,474,3.5,3438768,No
532,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2025,2022-09-19,62,308,3.5,1725722,Yes
533,Kia,EV6,PHEV,Tamil Nadu,Chennai,2022,2022-12-26,25,194,4.5,3168262,No
534,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2025,2023-02-11,39,543,7.5,993987,Yes
535,Tata,Nexon EV,PHEV,Gujarat,Ahmedabad,2023,2024-05-20,79,392,8.5,904350,Yes
536,MG,Comet EV,BEV,Maharashtra,Pune,2023,2023-06-02,23,489,7.5,3335636,Yes
537,Mahindra,XUV400,BEV,Maharashtra,Pune,2022,2022-09-04,76,245,4.5,3601653,No
538,Tata,Punch EV,BEV,Maharashtra,Mumbai,2023,2023-01-16,23,265,3.5,3132236,No
539,MG,ZS EV,PHEV,Karnataka,Bengaluru,2025,2023-09-30,63,395,8.5,2095957,No
540,Mahindra,XUV400,BEV,Karnataka,Bengaluru,2026,2025-03-23,79,527,3.5,1891567,No
541,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2023,2024-04-10,57,232,2.5,2618407,No
542,Mahindra,XUV400,PHEV,Maharashtra,Pune,2022,2024-02-07,75,323,2.5,4291086,No
543,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2022-07-09,29,259,8.5,2202036,Yes
544,BYD,Atto 3,BEV,Karnataka,Bengaluru,2026,2025-10-08,52,266,7.5,3024135,Yes
545,Kia,EV6,PHEV,Karnataka,Bengaluru,2023,2024-06-10,21,274,8.5,2727511,No
546,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2022,2025-08-12,66,345,5.5,4462002,No
547,BYD,Atto 3,BEV,Maharashtra,Pune,2023,2025-02-27,69,321,2.5,2991323,Yes
548,MG,Comet EV,PHEV,Maharashtra,Mumbai,2025,2023-12-04,55,399,3.5,3104000,Yes
549,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2022,2023-02-22,67,255,6.5,750765,No
550,Tata,Nexon EV,PHEV,Delhi,New Delhi,2024,2023-01-14,69,368,5.5,3609636,No
551,BYD,Atto 3,BEV,Maharashtra,Pune,2024,2025-03-19,25,535,2.5,1832806,Yes
552,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2024,2023-03-10,59,270,3.5,1874716,Yes
553,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2024,2025-05-10,53,357,7.5,1058227,No
554,BYD,Atto 3,PHEV,Delhi,New Delhi,2022,2022-01-03,66,444,3.5,1516719,Yes
555,Kia,EV6,BEV,Tamil Nadu,Chennai,2026,2023-03-13,80,318,4.5,3512488,No
556,Kia,EV6,BEV,Delhi,New Delhi,2024,2024-06-13,63,388,4.5,4087270,Yes
557,Mahindra,XUV400,BEV,Maharashtra,Pune,2025,2024-12-13,41,485,1.5,3009604,Yes
558,Kia,EV6,BEV,Delhi,New Delhi,2024,2023-08-09,29,535,8.5,4115820,No
559,Kia,EV6,BEV,Maharashtra,Pune,2024,2025-09-05,59,401,4.5,1893819,Yes
560,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2026,2022-08-14,38,308,7.5,1504059,Yes
561,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2024,2023-03-12,50,245,2.5,3809960,No
562,Kia,EV6,BEV,Maharashtra,Pune,2025,2025-09-10,67,321,1.5,3173398,No
563,Mahindra,XUV400,PHEV,Delhi,New Delhi,2023,2025-04-26,73,411,7.5,1789658,No
564,Kia,EV6,BEV,Tamil Nadu,Chennai,2025,2025-10-21,74,459,2.5,1222794,Yes
565,Tata,Punch EV,BEV,Gujarat,Ahmedabad,2022,2022-12-14,24,350,1.5,1312782,No
566,Mahindra,XUV400,PHEV,Delhi,New Delhi,2026,2026-01-06,39,247,4.5,1641070,No
567,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2024,2026-01-14,53,376,8.5,3494350,Yes
568,Kia,EV6,BEV,Gujarat,Ahmedabad,2024,2022-01-07,75,456,1.5,2824713,No
569,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2022,2023-04-29,76,365,1.5,2598456,Yes
570,MG,Comet EV,BEV,Gujarat,Ahmedabad,2026,2025-06-04,75,221,3.5,3010106,Yes
571,BYD,Atto 3,BEV,Karnataka,Bengaluru,2026,2023-05-26,38,319,5.5,1982830,Yes
572,BYD,Atto 3,BEV,Delhi,New Delhi,2026,2022-08-24,52,397,8.5,3339683,Yes
573,Tata,Nexon EV,BEV,Delhi,New Delhi,2025,2022-03-03,56,413,8.5,1748727,No
574,MG,Comet EV,BEV,Delhi,New Delhi,2025,2023-11-05,32,514,6.5,771787,No
575,Mahindra,XUV400,BEV,Delhi,New Delhi,2025,2022-01-15,68,202,5.5,1083710,Yes
576,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2024,2025-05-06,45,323,5.5,3982196,No
577,MG,ZS EV,PHEV,Maharashtra,Mumbai,2025,2024-02-05,53,448,1.5,4177813,Yes
578,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2025,2024-06-07,71,424,5.5,3662534,Yes
579,MG,ZS EV,BEV,Gujarat,Ahmedabad,2026,2025-02-13,50,538,2.5,3341651,Yes
580,Tata,Punch EV,BEV,Gujarat,Ahmedabad,2025,2025-05-26,32,349,6.5,3561722,Yes
581,Kia,EV6,BEV,Karnataka,Bengaluru,2024,2022-06-02,58,501,8.5,2283849,Yes
582,Kia,EV6,PHEV,Delhi,New Delhi,2026,2022-05-19,70,224,4.5,1314406,No
583,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2023,2022-08-20,63,472,6.5,2938702,No
584,MG,Comet EV,BEV,Karnataka,Bengaluru,2025,2025-07-11,77,419,2.5,1427529,No
585,Kia,EV6,PHEV,Maharashtra,Mumbai,2022,2024-01-01,34,532,8.5,2494668,Yes
586,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2025,2025-08-30,45,434,4.5,2999658,No
587,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2022,2024-01-22,46,496,4.5,4071786,Yes
588,Kia,EV6,BEV,Tamil Nadu,Chennai,2026,2026-01-05,50,213,5.5,4100849,No
589,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2023,2025-07-19,61,184,3.5,3871839,No
590,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2024,2023-08-17,62,539,1.5,3580435,No
591,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2025,2025-12-27,41,415,7.5,2881942,Yes
592,Kia,EV6,PHEV,Maharashtra,Mumbai,2024,2023-08-20,25,246,2.5,3101929,Yes
593,Tata,Nexon EV,BEV,Gujarat,Ahmedabad,2025,2025-01-24,34,464,4.5,4197915,No
594,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2024,2022-03-24,59,219,1.5,1650793,No
595,MG,Comet EV,PHEV,Delhi,New Delhi,2024,2024-03-30,22,437,3.5,2179922,Yes
596,BYD,Atto 3,BEV,Maharashtra,Mumbai,2023,2022-11-05,23,233,1.5,2886757,Yes
597,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2025,2024-03-31,50,342,4.5,3422392,Yes
598,BYD,Atto 3,BEV,Karnataka,Bengaluru,2023,2022-03-04,45,507,5.5,4003852,No
599,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2024,2023-07-22,37,257,3.5,3873319,Yes
600,MG,Comet EV,PHEV,Karnataka,Bengaluru,2024,2022-10-13,32,326,4.5,1152933,Yes
601,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2026,2022-06-16,44,198,1.5,2363031,No
602,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2022,2024-02-11,60,227,7.5,1209140,Yes
603,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2026,2023-04-12,75,306,7.5,1855267,Yes
604,MG,Comet EV,PHEV,Maharashtra,Mumbai,2022,2023-01-20,71,278,1.5,4154092,Yes
605,Mahindra,XUV400,PHEV,Delhi,New Delhi,2026,2024-06-08,40,457,6.5,2978288,Yes
606,MG,ZS EV,BEV,Gujarat,Ahmedabad,2025,2024-08-17,27,283,1.5,3702134,Yes
607,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2022,2023-09-30,48,188,1.5,3353958,Yes
608,Kia,EV6,PHEV,Tamil Nadu,Chennai,2024,2025-06-13,79,279,2.5,2613140,Yes
609,Kia,EV6,BEV,Maharashtra,Mumbai,2025,2024-07-01,48,381,3.5,895543,Yes
610,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2022,2023-07-03,37,326,2.5,3962192,Yes
611,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2023,2023-10-28,36,519,2.5,1887965,No
612,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2023,2023-08-25,37,405,2.5,3690228,Yes
613,BYD,Atto 3,PHEV,Maharashtra,Pune,2026,2024-11-18,67,425,3.5,3552941,Yes
614,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2025,2025-12-08,56,352,7.5,2469562,Yes
615,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2022,2023-07-15,38,234,5.5,1995266,No
616,Kia,EV6,BEV,Gujarat,Ahmedabad,2025,2023-09-07,37,351,1.5,3984845,Yes
617,BYD,Atto 3,BEV,Maharashtra,Pune,2026,2022-05-22,34,318,3.5,4208715,No
618,Tata,Punch EV,PHEV,Delhi,New Delhi,2025,2022-05-17,64,382,2.5,1301677,Yes
619,MG,Comet EV,BEV,Delhi,New Delhi,2024,2022-07-03,24,246,8.5,1993332,Yes
620,BYD,Atto 3,BEV,Delhi,New Delhi,2023,2022-10-10,46,532,3.5,2445999,Yes
621,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2024,2022-09-17,62,343,6.5,1829431,No
622,Kia,EV6,PHEV,Delhi,New Delhi,2024,2022-04-10,27,217,8.5,1676196,Yes
623,BYD,Atto 3,PHEV,Maharashtra,Pune,2026,2024-11-23,31,422,8.5,2166662,No
624,MG,ZS EV,PHEV,Delhi,New Delhi,2023,2022-05-06,32,220,2.5,1745483,No
625,Kia,EV6,PHEV,Karnataka,Bengaluru,2022,2025-11-29,53,479,3.5,2279945,Yes
626,Kia,EV6,BEV,Gujarat,Ahmedabad,2022,2023-10-13,33,389,7.5,1261534,Yes
627,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2026,2025-06-26,75,469,6.5,3470001,No
628,Kia,EV6,BEV,Maharashtra,Pune,2026,2023-03-25,51,506,2.5,1119245,Yes
629,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2022,2025-05-30,60,447,3.5,2151783,Yes
630,MG,ZS EV,BEV,Delhi,New Delhi,2024,2024-02-10,45,301,7.5,3374255,No
631,Tata,Punch EV,BEV,Gujarat,Ahmedabad,2025,2022-03-11,76,305,3.5,3593618,No
632,Kia,EV6,BEV,Delhi,New Delhi,2025,2022-10-11,53,200,4.5,2363545,Yes
633,MG,ZS EV,BEV,Tamil Nadu,Chennai,2026,2024-03-30,50,399,7.5,2965901,No
634,MG,Comet EV,BEV,Karnataka,Bengaluru,2026,2024-01-03,47,325,2.5,1587810,No
635,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2023-08-12,79,482,5.5,2364261,No
636,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2025,2022-04-10,79,311,6.5,2170398,Yes
637,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2023,2026-01-04,56,181,2.5,1921091,Yes
638,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2023,2024-06-17,27,475,1.5,803830,Yes
639,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2022,2024-09-15,69,506,3.5,4207671,Yes
640,MG,ZS EV,PHEV,Maharashtra,Pune,2023,2024-12-11,25,491,5.5,2661592,Yes
641,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2023,2023-04-25,26,356,1.5,4481245,Yes
642,BYD,Atto 3,BEV,Delhi,New Delhi,2025,2023-03-05,42,403,1.5,2240009,No
643,Kia,EV6,BEV,Maharashtra,Pune,2026,2026-01-15,51,290,4.5,3265915,Yes
644,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2026,2025-10-02,48,357,2.5,4394417,Yes
645,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2024-11-20,51,356,1.5,2589080,Yes
646,Kia,EV6,BEV,Gujarat,Ahmedabad,2022,2022-10-10,75,297,6.5,2921386,Yes
647,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2022,2025-04-03,44,229,8.5,3440227,No
648,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2025,2022-11-23,62,542,7.5,3369876,No
649,MG,Comet EV,BEV,Gujarat,Ahmedabad,2023,2025-04-02,74,239,3.5,2083977,No
650,BYD,Atto 3,BEV,Maharashtra,Mumbai,2025,2023-01-06,24,529,2.5,2320639,No
651,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2026,2024-10-06,45,258,7.5,3194083,Yes
652,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2026,2023-07-18,78,297,3.5,3398161,Yes
653,MG,ZS EV,BEV,Maharashtra,Mumbai,2022,2023-07-30,65,299,5.5,3254140,No
654,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2022,2023-10-14,55,281,6.5,3029979,No
655,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2024,2025-11-08,35,384,7.5,3189394,Yes
656,BYD,Atto 3,BEV,Delhi,New Delhi,2023,2022-01-27,58,429,3.5,744351,Yes
657,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2023,2024-03-14,72,541,1.5,1320581,Yes
658,MG,Comet EV,BEV,Tamil Nadu,Chennai,2023,2024-04-02,51,525,1.5,812871,Yes
659,Kia,EV6,PHEV,Gujarat,Ahmedabad,2023,2023-07-18,66,469,2.5,1608634,No
660,Tata,Punch EV,BEV,Maharashtra,Pune,2024,2024-05-28,57,230,5.5,2566915,No
661,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2025,2022-10-19,52,513,1.5,3291007,No
662,MG,Comet EV,BEV,Delhi,New Delhi,2022,2022-02-13,44,417,2.5,1841488,Yes
663,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2023-11-27,63,310,1.5,4124236,Yes
664,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2024,2022-06-01,45,256,5.5,3759246,Yes
665,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2022,2022-01-20,51,300,3.5,2457518,Yes
666,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2024,2022-03-17,35,515,1.5,1172301,Yes
667,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2023,2023-11-27,62,332,4.5,1652539,No
668,Mahindra,XUV400,PHEV,Maharashtra,Pune,2026,2022-07-10,73,427,2.5,1020114,Yes
669,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2025,2023-04-21,29,522,4.5,2530764,Yes
670,Kia,EV6,BEV,Karnataka,Bengaluru,2023,2024-08-30,21,187,2.5,3390458,Yes
671,Kia,EV6,PHEV,Delhi,New Delhi,2025,2023-04-17,42,434,4.5,3058044,Yes
672,BYD,Atto 3,BEV,Maharashtra,Pune,2026,2023-09-11,56,371,2.5,1752483,No
673,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2022,2025-04-10,71,253,3.5,1480081,Yes
674,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2024,2024-04-23,77,297,1.5,1108342,Yes
675,Tata,Punch EV,BEV,Gujarat,Ahmedabad,2026,2024-02-17,53,283,2.5,714634,No
676,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2022,2023-10-07,47,351,3.5,3673751,Yes
677,Tata,Nexon EV,PHEV,Delhi,New Delhi,2026,2023-03-04,37,378,3.5,1355936,Yes
678,Tata,Nexon EV,PHEV,Tamil Nadu,Chennai,2022,2023-12-22,26,350,8.5,4375050,Yes
679,Tata,Nexon EV,BEV,Maharashtra,Pune,2024,2023-10-31,77,513,4.5,2129991,Yes
680,Kia,EV6,BEV,Delhi,New Delhi,2022,2023-08-10,72,276,8.5,1037979,Yes
681,Kia,EV6,BEV,Karnataka,Bengaluru,2025,2025-08-25,55,206,1.5,2625454,Yes
682,BYD,Atto 3,BEV,Karnataka,Bengaluru,2025,2022-04-18,20,493,8.5,2014310,No
683,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2025,2023-07-06,61,441,6.5,1092039,Yes
684,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2023,2025-12-05,36,420,2.5,3143514,No
685,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2026,2024-03-10,54,428,5.5,3878573,Yes
686,Tata,Nexon EV,PHEV,Maharashtra,Pune,2024,2024-07-30,78,393,8.5,2761555,Yes
687,Tata,Nexon EV,BEV,Gujarat,Ahmedabad,2024,2024-11-07,51,212,2.5,4389055,No
688,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2024,2022-12-06,35,476,6.5,3479463,No
689,Kia,EV6,PHEV,Maharashtra,Pune,2023,2024-11-18,41,453,2.5,1305906,No
690,Kia,EV6,BEV,Gujarat,Ahmedabad,2025,2023-11-15,69,250,6.5,4002650,Yes
691,Kia,EV6,BEV,Tamil Nadu,Chennai,2026,2025-08-28,62,252,3.5,2418487,Yes
692,MG,Comet EV,BEV,Delhi,New Delhi,2026,2025-02-18,74,411,6.5,913260,No
693,MG,Comet EV,PHEV,Maharashtra,Pune,2022,2025-04-29,54,242,5.5,2581902,No
694,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2022,2022-04-23,41,199,7.5,2211499,No
695,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2026,2022-02-24,53,217,5.5,4026727,Yes
696,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2023,2023-12-24,30,528,2.5,3913643,Yes
697,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2022,2023-12-21,37,295,7.5,2486138,No
698,BYD,Atto 3,PHEV,Maharashtra,Pune,2024,2025-03-10,36,433,4.5,986575,No
699,MG,ZS EV,PHEV,Maharashtra,Pune,2022,2023-01-31,39,521,7.5,2376661,No
700,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2023,2024-08-07,73,234,8.5,2616487,No
701,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2024,2024-10-15,50,335,5.5,1181433,Yes
702,MG,ZS EV,PHEV,Maharashtra,Mumbai,2026,2024-01-05,78,446,1.5,2749597,No
703,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2023,2025-01-21,44,505,8.5,1450936,No
704,Tata,Nexon EV,PHEV,Tamil Nadu,Chennai,2022,2025-04-25,76,378,1.5,818970,Yes
705,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2026,2023-03-14,42,512,8.5,1600371,No
706,Mahindra,XUV400,PHEV,Delhi,New Delhi,2026,2024-06-23,61,366,8.5,3299775,Yes
707,Kia,EV6,PHEV,Tamil Nadu,Chennai,2025,2024-06-13,61,522,6.5,4209857,Yes
708,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2023-05-03,35,426,3.5,2446436,Yes
709,Mahindra,XUV400,PHEV,Maharashtra,Pune,2025,2023-03-01,68,276,8.5,3856180,No
710,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2026-01-27,68,250,8.5,2803889,Yes
711,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2025,2026-01-29,26,399,8.5,1874220,Yes
712,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2025-05-24,40,435,7.5,2443600,Yes
713,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2022,2023-05-31,56,422,5.5,2170936,No
714,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2025,2024-02-22,73,528,1.5,3075741,Yes
715,BYD,Atto 3,BEV,Delhi,New Delhi,2024,2024-12-31,60,543,7.5,1448211,Yes
716,MG,ZS EV,BEV,Tamil Nadu,Chennai,2022,2022-06-13,25,384,5.5,3100460,Yes
717,MG,Comet EV,PHEV,Maharashtra,Mumbai,2022,2023-09-15,63,458,5.5,3903823,No
718,Kia,EV6,BEV,Maharashtra,Pune,2024,2024-05-24,22,344,2.5,3312888,Yes
719,MG,Comet EV,BEV,Tamil Nadu,Chennai,2024,2023-05-07,30,480,8.5,1095946,Yes
720,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2023,2022-05-29,45,454,8.5,1704525,Yes
721,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2023,2022-03-07,55,337,1.5,3457088,Yes
722,Tata,Punch EV,PHEV,Maharashtra,Pune,2023,2025-08-24,77,237,2.5,721979,No
723,MG,Comet EV,PHEV,Karnataka,Bengaluru,2023,2024-01-17,33,370,5.5,1256387,No
724,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2023,2023-01-02,44,248,5.5,1922553,Yes
725,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2026,2026-01-27,30,182,3.5,2804041,Yes
726,MG,Comet EV,PHEV,Delhi,New Delhi,2024,2025-05-28,35,418,2.5,3397649,No
727,Kia,EV6,PHEV,Maharashtra,Pune,2026,2024-11-07,63,227,7.5,1626675,Yes
728,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2026,2025-09-19,65,189,4.5,3960288,No
729,Mahindra,XUV400,PHEV,Delhi,New Delhi,2025,2023-07-22,30,343,1.5,2609359,Yes
730,Tata,Punch EV,PHEV,Delhi,New Delhi,2026,2025-11-22,34,447,8.5,2338892,Yes
731,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2025,2022-03-14,35,425,2.5,1922494,No
732,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2025,2024-02-09,43,277,2.5,3953866,Yes
733,MG,Comet EV,PHEV,Maharashtra,Pune,2025,2025-01-30,67,500,3.5,4346867,No
734,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2022,2024-06-25,32,292,6.5,1858686,Yes
735,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2026,2023-10-13,23,333,6.5,993608,No
736,Tata,Punch EV,BEV,Delhi,New Delhi,2026,2024-09-13,42,404,1.5,3274821,No
737,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2024,2024-09-18,74,197,4.5,1154956,No
738,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2022,2024-11-22,58,479,5.5,1348086,No
739,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2025,2024-05-05,20,545,4.5,2079398,No
740,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2023-11-21,29,465,4.5,3298430,No
741,MG,Comet EV,PHEV,Maharashtra,Pune,2024,2024-10-06,60,237,1.5,3228573,No
742,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2024,2023-04-12,55,244,2.5,1426699,Yes
743,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2024,2024-02-24,54,525,1.5,2226466,Yes
744,MG,ZS EV,PHEV,Maharashtra,Pune,2023,2024-10-26,69,430,6.5,2396316,No
745,MG,Comet EV,BEV,Maharashtra,Mumbai,2025,2023-12-03,47,287,7.5,3797599,Yes
746,Tata,Nexon EV,PHEV,Maharashtra,Mumbai,2025,2022-07-13,68,203,6.5,3605650,No
747,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2025,2024-06-03,70,456,5.5,1237766,Yes
748,Tata,Nexon EV,BEV,Delhi,New Delhi,2025,2022-12-05,72,233,7.5,2556495,Yes
749,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2022,2022-01-07,66,234,5.5,2460008,Yes
750,BYD,Atto 3,BEV,Delhi,New Delhi,2024,2025-09-09,64,526,2.5,1804097,Yes
751,MG,Comet EV,BEV,Karnataka,Bengaluru,2025,2022-12-25,36,180,8.5,1738608,No
752,BYD,Atto 3,BEV,Karnataka,Bengaluru,2023,2024-01-26,28,452,5.5,4479319,No
753,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2022,2024-09-06,41,197,4.5,3438549,No
754,MG,ZS EV,PHEV,Karnataka,Bengaluru,2024,2024-08-12,57,260,2.5,3241959,No
755,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2022,2025-01-20,22,460,6.5,2117362,Yes
756,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2026,2022-09-06,76,427,5.5,1241693,No
757,Tata,Punch EV,PHEV,Delhi,New Delhi,2026,2024-04-11,66,424,8.5,3331146,No
758,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2024,2025-04-29,24,483,1.5,1494057,No
759,Mahindra,XUV400,PHEV,Maharashtra,Pune,2026,2025-07-26,57,467,2.5,2630353,Yes
760,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2025,2025-09-11,77,417,5.5,1668392,Yes
761,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2024,2024-07-23,49,495,4.5,3066568,No
762,MG,Comet EV,BEV,Maharashtra,Pune,2024,2022-06-09,75,335,2.5,2807151,Yes
763,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2024,2024-10-29,51,532,6.5,3079136,Yes
764,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2022,2023-05-19,65,365,6.5,3565369,No
